province,scenario,feature,feature_value,shap_value,abs_shap_value,rank
Kalimantan Timur,Adverse,export_intensity_x_d_log_usd_idr,0.43847603473379976,0.08976593698096576,0.08976593698096576,1
Kalimantan Timur,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Kalimantan Timur,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Kalimantan Utara,Adverse,export_intensity_x_d_log_usd_idr,0.15806416821980712,0.08976593698096576,0.08976593698096576,1
Kalimantan Utara,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Kalimantan Utara,Adverse,d_log_palm_oil,0.036464311358790934,0.07606602287902488,0.07606602287902488,3
Kepulauan Bangka Belitung,Adverse,export_intensity_x_d_log_usd_idr,0.2338734516963417,0.08976593698096576,0.08976593698096576,1
Kepulauan Bangka Belitung,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Kepulauan Bangka Belitung,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Kepulauan Riau,Adverse,export_intensity_x_d_log_usd_idr,0.8104137023860025,0.08976593698096576,0.08976593698096576,1
Kepulauan Riau,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Kepulauan Riau,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Lampung,Adverse,export_intensity_x_d_log_usd_idr,0.17062805155857697,0.08976593698096576,0.08976593698096576,1
Lampung,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Lampung,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Maluku,Adverse,export_intensity_x_d_log_usd_idr,0.022417600442107492,-0.2195787344774835,0.2195787344774835,1
Maluku,Adverse,export_intensity,0.75840692931055,-0.16017128197382613,0.16017128197382613,2
Maluku,Adverse,d_log_usd_idr,0.0295588022415444,-0.13867465829609107,0.13867465829609107,3
Maluku Utara,Adverse,export_intensity_x_d_log_usd_idr,1.6886462922161247,0.08976593698096576,0.08976593698096576,1
Maluku Utara,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Maluku Utara,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Nusa Tenggara Barat,Adverse,export_intensity_x_d_log_usd_idr,0.2078842017688603,0.08976593698096576,0.08976593698096576,1
Nusa Tenggara Barat,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Nusa Tenggara Barat,Adverse,d_log_palm_oil,0.036464311358790934,0.07794214355989441,0.07794214355989441,3
Nusa Tenggara Timur,Adverse,export_intensity_x_d_log_usd_idr,0.009118348775249604,0.06520491608169042,0.06520491608169042,1
Nusa Tenggara Timur,Adverse,d_log_palm_oil,0.036464311358790934,0.05995062554200886,0.05995062554200886,2
Nusa Tenggara Timur,Adverse,export_intensity,0.308481673267326,-0.05484945690273217,0.05484945690273217,3
Papua,Adverse,export_intensity_x_d_log_usd_idr,0.01540919216208512,0.06520491608169042,0.06520491608169042,1
Papua,Adverse,d_log_palm_oil,0.036464311358790934,0.05995062554200886,0.05995062554200886,2
Papua,Adverse,export_intensity,0.5213063789312734,-0.05484945690273217,0.05484945690273217,3
Papua Barat,Adverse,export_intensity_x_d_log_usd_idr,0.7035638075934938,0.08976593698096576,0.08976593698096576,1
Papua Barat,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Papua Barat,Adverse,d_log_palm_oil,0.036464311358790934,0.07794214355989441,0.07794214355989441,3
Papua Barat Daya,Adverse,export_intensity_x_d_log_usd_idr,0.020226309317763133,-0.2195787344774835,0.2195787344774835,1
Papua Barat Daya,Adverse,export_intensity,0.6842736438533831,-0.16017128197382613,0.16017128197382613,2
Papua Barat Daya,Adverse,d_log_usd_idr,0.0295588022415444,-0.1327635449255494,0.1327635449255494,3
Papua Pegunungan,Adverse,export_intensity_x_d_log_usd_idr,0.0,0.06520491608169042,0.06520491608169042,1
Papua Pegunungan,Adverse,d_log_palm_oil,0.036464311358790934,0.05995062554200886,0.05995062554200886,2
Papua Pegunungan,Adverse,export_intensity,0.0,-0.05484945690273217,0.05484945690273217,3
